pVal	phase	peak.shape	period
Adamtsl4	0.0519019298869855	20	12	24
Adamtsl5	0.323114647595981	24	8	24
Adap1	0.78247524765077	16	20	24
Adap2	0.0028029752457416	24	12	24
Adar	0.00149257018926109	12	8	24
Adarb1	2.72793507175655e-05	20	8	24
Adarb2	0.0105601585929955	20	8	24
Adat1	0.912111236424177	20	20	24
Adat2	0.00485767295277792	8	12	24
Adck1	0.439693254403426	4	16	24
Adck2	0.314029322258468	20	8	24
Adck5	4.90019511686011e-05	8	12	24
Adcy10	0.824303698808858	24	20	24
Adcy3	0.0962907432132298	20	12	24
Adcy4	0.934062516783	8	4	24
Adcy5	0.338099933919585	16	8	24
Adcy6	5.12293125853557e-05	16	12	24
Adcy7	0.965975781581121	12	12	24
Adcy8	0.195652586455209	20	8	24
Adcy9	0.00528007929649774	12	20	24
Adcyap1	0.483585663030278	24	16	24
Adcyap1r1	0.00481877824957858	20	4	24
Add2	0.848314510386836	12	8	24
Add3	0.915892998676509	12	12	24
Adgb	0.0217569353852337	4	20	24
Adgra1	0.918825545155148	20	8	24
Adgra2	0.323114647595981	24	12	24
Adgrb1	0.195652586455209	20	8	24
Adgrb2	0.349758552330605	16	16	24
Adgre1	0.848314510386836	4	8	24
Adgre4	0.934062516783	16	20	24
Adgrf1	0.00134055337839816	16	8	24
Adgrf4	0.932854541265949	24	16	24
Adgrg1	0.0116932682695403	8	12	24
Adgrg2	0.0181864059678013	16	12	24
Adgrg3	0.000483234212711161	12	8	24
Adgrg6	0.576225283383317	12	16	24
Adgrl1	0.577059929853098	20	8	24
Adgrl2	0.175412663718464	12	8	24
Adgrl3	0.188417593355081	24	4	24
Adgrl4	0.00134055337839816	24	16	24
Adgrv1	0.182159304630712	20	8	24
Adh1	0.00292484373468689	24	12	24
Adh4	0.0101377522492757	12	8	24
Adh5	0.303561678183186	24	20	24
Adh7	0.0205585458766449	24	12	24
Adhfe1	0.0605075698909083	12	4	24
Adi1	0.456125146139379	24	8	24
Adig	0.349758552330605	16	16	24
Adipoq	0.349758552330605	8	8	24
Adipor1	0.0095830193288186	24	4	24
Adipor2	0.00401006455548213	4	16	24
Adm	0.00304671222363218	20	12	24
Adm2	0.462298581812637	24	12	24
Adnp2	0.0233865365390806	4	16	24
Ado	0.000126738846812044	4	8	24
Adora1	0.00155746454531592	16	16	24
Adora2a	0.943563348025011	8	8	24
Adora2b	0.78350762235274	20	8	24
Adpgk	0.0205585458766449	24	12	24
Adprh	0.00632570642358305	4	16	24
Adprhl1	0.884021247394907	4	4	24
Adprhl2	0.752984147962036	20	12	24
Adprm	0.0538850200782799	12	8	24
Adra1a	0.362336089643308	12	8	24
Adra1b	0.000238009477104634	4	12	24
Adra2a	0.00850470227814526	16	12	24
Adra2b	0.10225710199491	8	8	24
Adra2c	0.0427958858725466	16	16	24
Adrb1	0.0028029752457416	16	12	24
Adrb3	0.237884585768051	4	20	24
Adsl	0.918825545155148	24	16	24
Adss	0.00149257018926109	4	8	24
Adssl1	0.787564752990127	4	12	24
Adtrp	0.250059302936342	16	20	24
Aebp1	0.259676968433894	20	12	24
AF366264	0.240441637438791	12	12	24
Afap1	0.288529964926549	24	20	24
Afap1l1	0.0218002998664856	16	16	24
Afap1l2	0.188905945542961	8	16	24
Aff1	0.874026929435918	12	4	24
Aff2	0.787564752990127	8	8	24
Aff3	0.491889588216645	4	4	24
Aff4	0.000132499703485318	16	8	24
Afg1l	0.0230935800335485	24	20	24
Afg3l1	0.903755304074835	20	16	24
Afg3l2	0.00134055337839816	20	8	24
Afm	0.0731133136181809	24	20	24
Afmid	4.90019511686011e-05	4	12	24
Afp	0.953770141818736	8	16	24
Aftph	0.0189771192707491	8	12	24
Aga	0.195652586455209	24	16	24
Agap1	4.90019511686011e-05	24	12	24
Agbl3	0.932232670834816	24	16	24
Agbl5	0.362336089643308	12	16	24
Ager	0.136079372978669	4	4	24
Agfg1	0.00094694679660881	16	12	24
Agfg2	0.724672179286616	24	20	24
Aggf1	0.0221399724825407	8	12	24
Agmo	0.0112255375387587	24	12	24
Ago2	0.491313136447585	20	12	24
Ago4	0.0252574594622071	12	8	24
Agpat1	0.00149257018926109	20	8	24
Agpat4	0.0075233904768208	16	12	24
Agpat5	0.00401006455548213	24	16	24
Agps	0.874026929435918	4	16	24
Agr2	0.114767342144517	24	4	24
Agr3	0.934062516783	16	20	24
Agrn	0.915892998676509	8	12	24
Agrp	0.788155019263494	16	8	24
Agt	0.304002650287348	8	8	24
Agtr1a	0.000126738846812044	12	8	24
Agtr1b	0.429958629363796	8	8	24
Agxt	0.00719628654304599	12	12	24
Ahctf1	0.000635481615071755	4	12	24
Ahcyl1	0.752984147962036	4	20	24
Ahcyl2	0.00506887612463783	4	12	24
Ahdc1	0.0153957200223657	4	12	24
Ahi1	0.00719628654304599	4	12	24
Ahnak	0.00485767295277792	20	12	24
Ahr	0.0930970286943822	16	8	24
Ahrr	0.0382557807148389	16	12	24
Ahsa1	0.000248828089700299	24	12	24
Ahsa2	0.000868034563558076	24	12	24
Ahsg	0.964386815339898	24	12	24
AI413582	0.884021247394907	8	20	24
AI467606	0.659165726818671	8	16	24
AI504432	0.0109825649367153	4	8	24
AI597479	0.0233865365390806	16	8	24
AI661453	0.106989714681366	24	12	24
AI837181	0.245944794108322	8	8	24
AI854703	0.0577339500838713	24	8	24
AI987944	0.00418441518832918	16	8	24
Aicda	0.874026929435918	24	20	24
Aif1	0.859917258727593	16	8	24
Aif1l	0.733542418543181	16	20	24
Aifm1	0.326102480678977	12	16	24
Aifm2	0.00435876582117623	20	16	24
Aifm3	0.519291397922113	8	12	24
Aig1	0.0855917717450931	12	12	24
Aim2	0.0101377522492757	8	16	24
Aimp1	0.00785049441059562	16	12	24
Aimp2	0.628058644516936	24	12	24
Aip	0.0577339500838713	20	16	24
Aipl1	0.928168465804259	4	4	24
Aire	0.0981668179151133	16	8	24
Airn	0.28381120204228	12	16	24
Ajm1	0.0340051384131901	20	8	24
Ajuba	0.0481116250698927	8	8	24
Ak1	0.720281604229147	12	16	24
Ak2	0.000453745340041722	16	16	24
Ak3	0.00464646978091801	24	12	24
Ak4	0.00209220759416459	20	12	24
Ak5	0.968415378721444	20	16	24
Akap1	0.964618550335015	8	12	24
Akap10	0.326441315508565	12	8	24
Akap12	0.0851727096042551	16	8	24
Akap3	0.859917258727593	24	16	24
Akap4	0.147566876464993	24	16	24
Akap6	0.00168725325742557	20	16	24
Akap8	0.0112255375387587	16	12	24
Akap8l	0.00292484373468689	12	12	24
Akap9	0.00155746454531592	16	8	24
Akip1	0.157391348548772	12	8	24
Akna	0.93016788782305	12	12	24
Aknad1	0.886936270735144	16	20	24
Aknaos	0.792948619226838	16	20	24
Akp3	0.859917258727593	24	4	24
Akr1a1	0.00520428050954487	16	20	24
Akr1b10	0.0963892983615446	4	16	24
Akr1b7	0.890892339754994	24	4	24
Akr1b8	0.687933806982074	4	8	24
Akr1c14	0.00537890340398854	20	16	24
Akr1c18	0.73729021221103	24	12	24
Akr1c20	0.0221399724825407	24	12	24
Akr1c21	0.0243219980006439	4	8	24
Akr1c6	0.00216641459683553	12	20	24
Akr1cl	0.724672179286616	24	4	24
Akr1e1	0.0224510750775174	4	16	24
Akr7a5	0.129838484216947	4	16	24
Akt1	0.000453745340041722	20	8	24
Akt3	0.0315143593181814	24	16	24
Aktip	0.0014014876228708	4	16	24
Alad	0.0233865365390806	20	8	24
Alas1	0.00632570642358305	20	16	24
Alas2	0.557017773937207	4	20	24
Alb	0.881442955966414	24	20	24
Aldh16a1	0.953770141818736	24	8	24
Aldh18a1	0.565042734422087	16	12	24
Aldh1a2	0.324168039624338	24	20	24
Aldh1a3	0.0574673016631989	16	8	24
Aldh1b1	0.0552583499214339	12	8	24
Aldh1l1	0.233505479992354	8	8	24
Aldh1l2	0.921184498073651	8	12	24
Aldh2	0.245944794108322	24	16	24
Aldh3a1	0.483585663030278	12	8	24
Aldh3a2	0.177159235976851	24	12	24
Aldh3b1	0.527373218793948	4	20	24
